rank	views_60d	status	title
3281	28114	kept	Katniss Everdeen
3282	28098	kept	Video game genre
3283	28091	kept	Neptune (mythology)
3284	28081	kept	Light Yagami
3285	28069	kept	Trompe-l'œil
3286	28054	kept	The Boy Who Cried Wolf
3287	28003	kept	Positivism
3288	28001	kept	Invisible Man
3289	27937	kept	Oboe
3290	27931	kept	Basilica
3291	27927	kept	The arts
3292	27925	kept	Outsider art
3293	27922	kept	Fernando Pessoa
3294	27904	kept	Last Supper
3295	27900	kept	The Invisible Man
3296	27891	kept	Apex Legends
3297	27887	kept	Béla Bartók
3298	27881	kept	Gregorian chant
3299	27862	kept	StarCraft
3300	27852	kept	Constructed language
3301	27843	kept	Cyanotype
3302	27838	kept	Indigo dye
3303	27755	kept	Ragtime
3304	27750	kept	Púca
3305	27749	kept	Fedora
3306	27747	kept	The Sorrows of Young Werther
3307	27723	kept	Fresco
3308	27716	kept	Han Solo
3309	27706	kept	Stream of consciousness
3310	27661	kept	Industrial music
3311	27636	kept	Master Chief (Halo)
3312	27621	kept	Tasmanian Devil (Looney Tunes)
3313	27611	kept	Hanbok
3314	27602	kept	Absalom, Absalom!
3315	27602	kept	Expressionism
3316	27580	kept	The Third of May 1808
3317	27554	kept	Love in the Time of Cholera
3318	27552	kept	Drawing
3319	27538	kept	Like a Rolling Stone
3320	27520	kept	Western (genre)
3321	27518	kept	Duke Nukem 3D
3322	27515	kept	Averroes
3323	27514	kept	Benny Goodman
3324	27514	kept	Wicked Witch of the West
3325	27503	kept	Risk (game)
3326	27446	kept	Bernard Herrmann
3327	27438	kept	Minesweeper (video game)
3328	27430	kept	Kubla Khan
3329	27402	kept	Morris dance
3330	27383	kept	John Rawls
3331	27379	kept	Dubliners
3332	27369	kept	Peter and the Wolf
3333	27349	kept	Punk subculture
3334	27326	kept	In Flanders Fields
3335	27322	kept	Comic book
3336	27320	kept	Friedrich Schiller
3337	27312	kept	Pyramid
3338	27310	kept	Captain Ahab
3339	27310	kept	Huītzilōpōchtli
3340	27301	kept	Dubstep
3341	27293	kept	Corset
3342	27281	kept	Gospel music
3343	27279	kept	Whistler's Mother
3344	27232	kept	Palmyra
3345	27228	kept	Scrabble
3346	27206	kept	Maurice Sendak
3347	27206	kept	Uncle Vanya
3348	27199	kept	Circus
3349	27192	kept	Celebrity
3350	27177	kept	Another Brick in the Wall
3351	27160	kept	Left 4 Dead
3352	27152	kept	Graffiti
3353	27143	kept	Drama
3354	27128	kept	Willem de Kooning
3355	27123	kept	Neoclassicism
3356	27123	kept	The Ambassadors (Holbein)
3357	27098	kept	Emoticon
3358	27097	kept	Rotoscoping
3359	27089	kept	Eric Carle
3360	27076	kept	Motion picture content rating system
3361	27075	kept	Guy de Maupassant
3362	27060	kept	Factorio
3363	27036	kept	Orlando: A Biography
3364	27036	kept	Tabula rasa
3365	27030	kept	Vulcan (mythology)
3366	27012	kept	Kryptonite
3367	27007	kept	Ubuntu philosophy
3368	27001	kept	Fountain of Youth
3369	26997	kept	Baroque music
3370	26990	kept	Newspeak
3371	26976	kept	Boléro
3372	26975	kept	Sans-serif
3373	26945	kept	Italo Calvino
3374	26940	kept	Sandman
3375	26938	kept	Squidward Tentacles
3376	26933	kept	Meaning of life
3377	26932	kept	Eeyore
3378	26927	kept	Something Wicked This Way Comes (novel)
3379	26910	kept	Eugene Onegin
3380	26910	kept	Ludwig Mies van der Rohe
3381	26897	kept	Saudade
3382	26854	kept	Guggenheim Museum Bilbao
3383	26833	kept	American Film Institute
3384	26811	kept	Peer Gynt
3385	26807	kept	Ned Stark
3386	26806	kept	Mr. Darcy
3387	26804	kept	Newgrange
3388	26784	kept	Girl group
3389	26777	kept	Aristophanes
3390	26764	kept	Noh
3391	26759	kept	Ballet
3392	26745	kept	Truth
3393	26731	kept	Bellatrix Lestrange
3394	26719	kept	Ron Weasley
3395	26688	kept	Nyan Cat
3396	26683	kept	Mary Cassatt
3397	26668	kept	We Will Rock You
3398	26665	kept	Pikmin
3399	26632	kept	Alexander Calder
3400	26627	kept	Game engine
3401	26612	kept	Perfect Dark
3402	26573	kept	Mowgli
3403	26533	kept	Pottery
3404	26531	kept	Ikiru
3405	26517	kept	Café Terrace at Night
3406	26489	kept	A Separation
3407	26456	kept	Eero Saarinen
3408	26437	kept	Voltron
3409	26417	kept	Luigi (character)
3410	26400	kept	Kilt
3411	26399	kept	Mediterranean diet
3412	26398	kept	Video game industry
3413	26387	kept	Mass media
3414	26385	kept	The Blue Marble
3415	26354	kept	Groupie
3416	26308	kept	Situationist International
3417	26306	kept	Textile
3418	26305	kept	Rick Sanchez
3419	26280	kept	Post-credits scene
3420	26256	kept	Arcade game
3421	26240	kept	John Wick (character)
3422	26217	kept	Flute
3423	26208	kept	Le Samouraï
3424	26207	kept	Antagonist
3425	26198	kept	Miniseries
3426	26187	kept	Hipster (contemporary subculture)
3427	26168	kept	Microphone
3428	26142	kept	James and the Giant Peach
3429	26124	kept	Nostalgia
3430	26104	kept	The Dreaming
3431	26095	kept	Uncharted 2: Among Thieves
3432	26089	kept	Angels & Demons
3433	26087	kept	V-J Day in Times Square
3434	26064	kept	Rationalism
3435	26059	kept	Board game
3436	26051	kept	Falsetto
3437	26040	kept	Gustave Courbet
3438	26033	kept	Neoclassical architecture
3439	26016	kept	Easter egg (media)
3440	25961	kept	Astrid Lindgren
3441	25916	kept	Amusement park
3442	25834	kept	Music theory
3443	25815	kept	Film producer
3444	25791	kept	The Tell-Tale Heart
3445	25785	kept	Salsa (dance)
3446	25782	kept	Jedi
3447	25773	kept	Musical note
3448	25773	kept	Sid Meier
3449	25760	kept	Indian cuisine
3450	25747	kept	Donatello
3451	25735	kept	Bob Kane
3452	25730	kept	Traditional animation
3453	25712	kept	SimCity
3454	25695	kept	Losing My Religion
3455	25676	kept	Wizarding World
3456	25659	kept	Film director
3457	25643	kept	Joke
3458	25623	kept	Thriller (genre)
3459	25615	kept	Casting (performing arts)
3460	25615	kept	Pictures at an Exhibition
3461	25595	kept	Four-leaf clover
3462	25582	kept	Frigg
3463	25580	kept	Fly Me to the Moon
3464	25572	kept	Adagio for Strings
3465	25567	kept	Modern architecture
3466	25558	kept	Arnold Schoenberg
3467	25554	kept	Mosque
3468	25537	kept	Kirby (character)
3469	25535	kept	Teleology
3470	25529	kept	Fast food
3471	25501	kept	Jasmine (Aladdin)
3472	25500	kept	Robert Capa
3473	25493	kept	Summertime (George Gershwin song)
3474	25477	kept	Anagram
3475	25463	kept	The Hollow Men
3476	25456	kept	Jean-Luc Picard
3477	25451	kept	Jukebox musical
3478	25448	kept	Monastery
3479	25448	kept	Turban
3480	25446	kept	Legend
3481	25441	kept	Ogre
3482	25423	kept	Imagine (song)
3483	25419	kept	Hel (mythological being)
3484	25410	kept	Gnome
3485	25393	kept	A Room of One's Own
3486	25381	kept	Perfume
3487	25377	kept	Bebop
3488	25348	kept	Garage rock
3489	25339	kept	Bhagavata Purana
3490	25333	kept	Symposium (Plato)
3491	25329	kept	Age of Empires II
3492	25257	kept	Mannerism
3493	25253	kept	Ambient music
3494	25124	kept	Atticus Finch
3495	25122	kept	Johann Strauss II
3496	25112	kept	Ave Maria (Schubert)
3497	25081	kept	Dorothy Gale
3498	25057	kept	Body piercing
3499	25056	kept	National anthem
3500	25029	kept	Playwright
3501	24957	kept	Eugène Delacroix
3502	24937	kept	Nobuo Uematsu
3503	24931	kept	Metaphor
3504	24908	kept	A Portrait of the Artist as a Young Man
3505	24906	kept	Herbert Marcuse
3506	24905	kept	Nibelungenlied
3507	24900	kept	Flag
3508	24894	kept	Phaistos Disc
3509	24887	kept	Medea (play)
3510	24878	kept	Comics
3511	24877	kept	Caspar David Friedrich
3512	24871	kept	Roman mythology
3513	24858	kept	Gioachino Rossini
3514	24852	kept	Shrek (character)
3515	24849	kept	Lysistrata
3516	24844	kept	Mr. Burns
3517	24829	kept	Trumpet
3518	24828	kept	The Hero with a Thousand Faces
3519	24815	kept	Michelangelo Antonioni
3520	24791	kept	Howl (poem)
3521	24772	kept	Hermitage Museum
3522	24764	kept	Stewie Griffin
3523	24746	kept	Etymology
3524	24738	kept	Tiana (The Princess and the Frog)
3525	24731	kept	Cooking
3526	24727	kept	Rijksmuseum
3527	24719	kept	Christopher Wren
3528	24718	kept	Midnight's Children
3529	24717	kept	Sergei Eisenstein
3530	24712	kept	Pentatonic scale
3531	24711	kept	Cognitive bias
3532	24709	kept	Black tie
3533	24700	kept	Casa Milà
3534	24678	kept	Shipping (fandom)
3535	24659	kept	Tinker Bell
3536	24643	kept	Musical notation
3537	24642	kept	Renaissance humanism
3538	24634	kept	Contra (video game)
3539	24613	kept	Giselle
3540	24605	kept	Legolas
3541	24605	kept	Link (The Legend of Zelda)
3542	24594	kept	RollerCoaster Tycoon
3543	24570	kept	Napoleon Crossing the Alps
3544	24560	kept	Sitar
3545	24552	kept	Apocalypse
3546	24541	kept	Nicomachean Ethics
3547	24528	kept	Impression, Sunrise
3548	24505	kept	November Rain
3549	24502	kept	Take Five
3550	24500	kept	Sarah Vaughan
3551	24494	kept	Absolute pitch
3552	24493	kept	Roland Barthes
3553	24480	kept	Batik
3554	24467	kept	Rhapsody in Blue
3555	24451	kept	Predator (fictional species)
3556	24442	kept	Synagogue
3557	24436	kept	Categorical imperative
3558	24405	kept	Child prodigy
3559	24391	kept	Naruto Uzumaki
3560	24386	kept	Jerry Siegel
3561	24354	kept	Rapunzel (Tangled)
3562	24342	kept	Warcraft III: Reign of Chaos
3563	24338	kept	Libretto
3564	24332	kept	Superhero film
3565	24328	kept	Idealism
3566	24326	kept	Dark Souls III
3567	24324	kept	Death Star
3568	24316	kept	Simba
3569	24313	kept	Symphony No. 5 (Beethoven)
3570	24305	kept	Jazz fusion
3571	24289	kept	Nightclub
3572	24267	kept	Long Day's Journey into Night
3573	24234	kept	Merrie Melodies
3574	24226	kept	The Flash
3575	24223	kept	I Know Why the Caged Bird Sings
3576	24219	kept	Stendhal
3577	24210	kept	Blowin' in the Wind
3578	24206	kept	Cathedral
3579	24198	kept	Kitchen sink realism
3580	24195	kept	Democritus
3581	24178	kept	Aurora (Sleeping Beauty)
3582	24170	kept	Utopia (book)
3583	24163	kept	Wii Sports
3584	24138	kept	John Constable
3585	24084	kept	Ilya Repin
3586	24080	kept	Machinima
3587	24060	kept	Rusalka
3588	23978	kept	Sheriff of Nottingham
3589	23964	kept	TARDIS
3590	23949	kept	The 400 Blows
3591	23931	kept	Citadel
3592	23845	kept	Who Wants to Be a Millionaire?
3593	23822	kept	Margot Fonteyn
3594	23817	kept	DeLorean time machine
3595	23809	kept	The Devil's Backbone
3596	23800	kept	Charles Bridge
3597	23793	kept	Clifford the Big Red Dog
3598	23787	kept	Problem of evil
3599	23779	kept	Elevator
3600	23775	kept	Fenghuang
3601	23760	kept	Sandbox game
3602	23740	kept	Karaoke
3603	23721	kept	William of Ockham
3604	23709	kept	Sotheby's
3605	23701	kept	Structuralism
3606	23692	kept	Pipe organ
3607	23689	kept	Baguette
3608	23661	kept	Bloomsbury Group
3609	23659	kept	Mario Kart 8
3610	23659	kept	Prequel
3611	23654	kept	Chauvet Cave
3612	23649	kept	Syllogism
3613	23607	kept	Joseph Heller
3614	23602	kept	Pointillism
3615	23597	kept	Short film
3616	23570	kept	Relativity (M. C. Escher)
3617	23569	kept	Plotinus
3618	23561	kept	Post-structuralism
3619	23558	kept	Heimdall
3620	23552	kept	Château de Chambord
3621	23552	kept	José Carreras
3622	23546	kept	Salon (gathering)
3623	23544	kept	Symphony No. 9 (Dvořák)
3624	23528	kept	Snake Plissken
3625	23519	kept	Museo del Prado
3626	23504	kept	Amnesia: The Dark Descent
3627	23496	kept	Virtue
3628	23487	kept	Fan fiction
3629	23482	kept	Graphic design
3630	23452	kept	Tikal
3631	23450	kept	New Year's Eve
3632	23430	kept	The Cherry Orchard
3633	23417	kept	Archery
3634	23388	kept	Carnegie Hall
3635	23291	kept	Primavera (Botticelli)
3636	23288	kept	Peter Rabbit
3637	23279	kept	Indie game
3638	23251	kept	Social contract
3639	23249	kept	J-pop
3640	23233	kept	T-shirt
3641	23217	kept	Wakanda
3642	23216	kept	Archetype
3643	23175	kept	Death in Venice
3644	23166	kept	Poltergeist
3645	23152	kept	Cloud Strife
3646	23138	kept	Pilgrimage
3647	23097	kept	Viola
3648	23077	kept	Dance
3649	23063	kept	Theatre
3650	23061	kept	Ross Geller
3651	23061	kept	The Oprah Winfrey Show
3652	23052	kept	Minnie Mouse
3653	23040	kept	Trance music
3654	23031	kept	The Plague (novel)
3655	22996	kept	Gymnopédies
3656	22992	kept	Restaurant
3657	22990	kept	Harmonica
3658	22964	kept	Augustus of Prima Porta
3659	22939	kept	Dub music
3660	22932	kept	Shoot 'em up
3661	22888	kept	Roc (mythology)
3662	22879	kept	Chartres Cathedral
3663	22849	kept	Earthrise
3664	22842	kept	Fighting game
3665	22839	kept	Creativity
3666	22830	kept	Giant
3667	22819	kept	Drunken Master
3668	22818	kept	Political philosophy
3669	22806	kept	Donkey (Shrek)
3670	22759	kept	Football Manager
3671	22757	kept	Izanami
3672	22756	kept	Smaug
3673	22740	kept	Drum kit
3674	22737	kept	Inspector Clouseau
3675	22737	kept	Roots: The Saga of an American Family
3676	22712	kept	Limbo (video game)
3677	22693	kept	Comic Sans
3678	22688	kept	Stained glass
3679	22681	kept	Movie theater
3680	22677	kept	The Tyger
3681	22670	kept	Platonism
3682	22662	kept	The Little Match Girl
3683	22645	kept	Toccata and Fugue in D minor, BWV 565
3684	22639	kept	Also sprach Zarathustra
3685	22634	kept	Cultural appropriation
3686	22607	kept	Monolith (Space Odyssey)
3687	22591	kept	Jade Emperor
3688	22587	kept	Norns
3689	22565	kept	Eevee
3690	22564	kept	Roman aqueduct
3691	22554	kept	Collective unconscious
3692	22545	kept	Wu wei
3693	22523	kept	Ancient Greek philosophy
3694	22505	kept	Trickster
3695	22497	kept	Primo Levi
3696	22473	kept	Jasper Johns
3697	22447	kept	Ellen Ripley
3698	22446	kept	The Seagull
3699	22442	kept	Marge Simpson
3700	22436	kept	Migrant Mother
3701	22433	kept	A Passage to India
3702	22428	kept	Screwball comedy
3703	22423	kept	Baroque architecture
3704	22395	kept	Diablo II
3705	22391	kept	Leaves of Grass
3706	22364	kept	Tin Woodman
3707	22351	kept	A cappella
3708	22344	kept	Fountain pen
3709	22327	kept	Korean cuisine
3710	22320	kept	Illuminated manuscript
3711	22308	kept	Mask of Tutankhamun
3712	22302	kept	Giotto
3713	22293	kept	Tragedy
3714	22260	kept	Neo (The Matrix)
3715	22249	kept	Agent Smith
3716	22247	kept	Piano Sonata No. 14 (Beethoven)
3717	22226	kept	Wole Soyinka
3718	22216	kept	Apollonian and Dionysian
3719	22209	kept	Blockbuster (entertainment)
3720	22205	kept	Enter Sandman
3721	22202	kept	Stadium
3722	22180	kept	The Threepenny Opera
3723	22173	kept	International Style
3724	22134	kept	Happiness
3725	22126	kept	Crash Bandicoot (video game)
3726	22110	kept	Solid Snake
3727	22096	kept	Rubaiyat of Omar Khayyam
3728	22095	kept	Amulet
3729	22091	kept	Erik (The Phantom of the Opera)
3730	22082	kept	Leitmotif
3731	22081	kept	Triptych
3732	22066	kept	Koji Kondo
3733	22015	kept	Parable of the Prodigal Son
3734	22008	kept	Clarinet
3735	22007	kept	Thirty-six Views of Mount Fuji
3736	22001	kept	Design
3737	21987	kept	Still life
3738	21980	kept	Geralt of Rivia
3739	21964	kept	Surfing
3740	21940	kept	Necktie
3741	21930	kept	Cipher
3742	21922	kept	Catharsis
3743	21920	kept	Katamari Damacy
3744	21888	kept	Sophist
3745	21873	kept	Overwatch (2016 video game)
3746	21862	kept	Talisman
3747	21862	kept	Wedding
3748	21859	kept	Fin de siècle
3749	21829	kept	Camille Pissarro
3750	21828	kept	Garfield (character)
3751	21815	kept	Nativity of Jesus
3752	21813	kept	Stop motion
3753	21769	kept	Totem pole
3754	21758	kept	Vesta (mythology)
3755	21740	kept	Children's literature
3756	21735	kept	Santiago Calatrava
3757	21724	kept	Carousel
3758	21695	kept	Pen name
3759	21672	kept	Tender Is the Night
3760	21670	kept	Television pilot
3761	21645	kept	Journey (2012 video game)
3762	21639	kept	Samwise Gamgee
3763	21615	kept	Diablo (video game)
3764	21615	kept	The Narrator (Fight Club)
3765	21603	kept	Worms (series)
3766	21576	kept	Critique of Pure Reason
3767	21531	kept	Pagoda
3768	21523	kept	Spanish cuisine
3769	21511	kept	USS Enterprise (NCC-1701)
3770	21479	kept	Orchestra
3771	21464	kept	Film score
3772	21459	kept	Paparazzi
3773	21454	kept	Scar (The Lion King)
3774	21451	kept	Loki (Marvel Comics)
3775	21447	kept	Clash of Clans
3776	21445	kept	Wario
3777	21421	kept	Jewellery
3778	21398	kept	Venice Film Festival
3779	21382	kept	Auguste Comte
3780	21377	kept	Hafez
3781	21369	kept	Nagarjuna
3782	21345	kept	Dragon Age: Origins
3783	21330	kept	Figure skating
3784	21315	kept	Civilization VI
3785	21302	kept	Dancehall
3786	21287	kept	Summa Theologica
3787	21281	kept	Rigoletto
3788	21271	kept	Samba
3789	21263	kept	Braid (video game)
3790	21219	kept	French horn
3791	21217	kept	The Love Song of J. Alfred Prufrock
3792	21202	kept	Stand-up comedy
3793	21197	kept	Filmmaking
3794	21196	kept	Crochet
3795	21192	kept	Samizdat
3796	21176	kept	Karnak
3797	21159	kept	Ryu (Street Fighter)
3798	21158	kept	Ebook
3799	21138	kept	Irony
3800	21119	kept	Br'er Rabbit
3801	21085	kept	Hedda Gabler
3802	21083	kept	Hector Berlioz
3803	21082	kept	André Gide
3804	21071	kept	Dead Space (2008 video game)
3805	21050	kept	Papier-mâché
3806	21047	kept	Ted Mosby
3807	21041	kept	Maleficent
3808	21041	kept	Zeno of Citium
3809	21032	kept	Copypasta
3810	21021	kept	Parable of the Good Samaritan
3811	21017	kept	Obon
3812	21011	kept	Prose
3813	20992	kept	Krypton (comics)
3814	20991	kept	Mass Effect (video game)
3815	20989	kept	Art Spiegelman
3816	20978	kept	Tempera
3817	20978	kept	White Walker
3818	20970	kept	Henry Moore
3819	20953	kept	Ultramarine
3820	20951	kept	Lolcat
3821	20946	kept	Banjo-Kazooie
3822	20913	kept	Uncle Remus
3823	20910	kept	Edmond Dantès
3824	20896	kept	Night (memoir)
3825	20893	kept	Musical instrument
3826	20884	kept	Ezio Auditore da Firenze
3827	20871	kept	Cosmetics
3828	20846	kept	Poetic Edda
3829	20842	kept	Pantomime
3830	20751	kept	Fable
3831	20748	kept	Emmett Brown
3832	20733	kept	Norman Foster
3833	20716	kept	Times New Roman
3834	20706	kept	Hyperreality
3835	20702	kept	Shape of You
3836	20663	kept	Confessions (Augustine)
3837	20648	kept	Giovanni Boccaccio
3838	20647	kept	Jiminy Cricket
3839	20637	kept	Furniture
3840	20629	kept	Villain
3841	20609	kept	Levi Ackerman
3842	20588	kept	Charles Perrault
3843	20579	kept	Rodeo
3844	20546	kept	Q*bert
3845	20540	kept	Clarice Starling
3846	20522	kept	Jay Gatsby
3847	20508	kept	Anselm of Canterbury
3848	20506	kept	Wool
3849	20503	kept	Sound film
3850	20486	kept	Vegeta
3851	20475	kept	Lisbeth Salander
3852	20469	kept	Streaming television
3853	20464	kept	Fagin
3854	20448	kept	Super Smash Bros. Melee
3855	20439	kept	Typography
3856	20421	kept	Serif
3857	20416	kept	Leather
3858	20405	kept	Censorship
3859	20400	kept	Sturm und Drang
3860	20397	kept	Celtic mythology
3861	20393	kept	Pedro Páramo
3862	20372	kept	Arvo Pärt
3863	20371	kept	Sculpture
3864	20364	kept	Edward Cullen
3865	20358	kept	Deontology
3866	20339	kept	Massively multiplayer online role-playing game
3867	20326	kept	Post-Impressionism
3868	20317	kept	Claude Lévi-Strauss
3869	20314	kept	Origami
3870	20296	kept	Barney Stinson
3871	20230	kept	Alfred North Whitehead
3872	20224	kept	Olive Oyl
3873	20213	kept	Webtoon
3874	20195	kept	Mosaic
3875	20193	kept	Henri Bergson
3876	20179	kept	A Love Supreme
3877	20178	kept	Mascot
3878	20170	kept	Adventure game
3879	20155	kept	Human condition
3880	20122	kept	Fluxus
3881	20102	kept	Henri Rousseau
3882	20099	kept	Green Eggs and Ham
3883	20096	kept	Ghostwriter
3884	20096	kept	Marilyn Diptych
3885	20090	kept	The General (1926 film)
3886	20074	kept	Beyond Good and Evil
3887	20047	kept	Character (arts)
3888	20019	kept	The Castle (novel)
3889	20010	kept	Momotarō
3890	20008	kept	Breakdancing
3891	20008	kept	C-3PO
3892	19991	kept	Dwarf (folklore)
3893	19980	kept	Merida (Brave)
3894	19970	kept	Requiem
3895	19944	kept	Idiom
3896	19942	kept	DC Universe
3897	19930	kept	Sleipnir
3898	19924	kept	Nikolai Rimsky-Korsakov
3899	19915	kept	Dead Souls
3900	19902	kept	Clara Schumann
3901	19880	kept	Harp
3902	19863	kept	Prose Edda
3903	19860	kept	Vitruvius
3904	19857	kept	Venice Biennale
3905	19839	kept	Tails (Sonic the Hedgehog)
3906	19805	kept	Being and Time
3907	19785	kept	Ivan Turgenev
3908	19780	kept	Yo-yo
3909	19776	kept	Modest Mussorgsky
3910	19749	kept	The Golden Bough
3911	19724	kept	Library
3912	19708	kept	Narrative
3913	19684	kept	Doge's Palace
3914	19652	kept	Tabletop role-playing game
3915	19638	kept	Miss Piggy
3916	19629	kept	Tate Modern
3917	19615	kept	Nefertiti Bust
3918	19613	kept	Snow White (Disney character)
3919	19597	kept	Turkish cuisine
3920	19592	kept	Staff (music)
3921	19572	kept	Popol Vuh
3922	19554	kept	Pixie
3923	19551	kept	Multiculturalism
3924	19551	kept	Ralph Ellison
3925	19548	kept	Essay
3926	19547	kept	Cookie Monster
3927	19542	kept	Carl Orff
3928	19532	kept	George Berkeley
3929	19525	kept	Octave
3930	19518	kept	Polka
3931	19512	kept	Greek tragedy
3932	19498	kept	Martha Graham
3933	19494	kept	The Tortoise and the Hare
3934	19492	kept	Creation myth
3935	19475	kept	Song of Roland
3936	19464	kept	Mise-en-scène
3937	19451	kept	Batmobile
3938	19449	kept	Samus Aran
3939	19442	kept	Skateboarding
3940	19434	kept	Salsa music
3941	19432	kept	Laurence Olivier Awards
3942	19429	kept	Friday the 13th
3943	19426	kept	Travis Bickle
3944	19422	kept	Ikebana
3945	19409	kept	Chinese mythology
3946	19389	kept	Worldbuilding
3947	19388	kept	Elizabeth Bennet
3948	19377	kept	Bedroom in Arles
3949	19377	kept	Joe Shuster
3950	19373	kept	Mad Hatter
3951	19363	kept	Hygge
3952	19358	kept	The Martian Chronicles
3953	19351	kept	White Fang
3954	19327	kept	Berthe Morisot
3955	19326	kept	Minimalism
3956	19320	kept	Prince of Persia (1989 video game)
3957	19315	kept	Sylvester the Cat
3958	19301	kept	Lisa Simpson
3959	19286	kept	Fandom
3960	19281	kept	Big Bird
3961	19274	kept	Western philosophy
3962	19246	kept	Thomas Kuhn
3963	19241	kept	Blacksmith
3964	19221	kept	Wisdom
3965	19214	kept	Realism (arts)
3966	19208	kept	Kinkaku-ji
3967	19206	kept	Yasunari Kawabata
3968	19201	kept	Bella Swan
3969	19200	kept	First Folio
3970	19190	kept	Gamelan
3971	19184	kept	Robert Rauschenberg
3972	19143	kept	Team Rocket
3973	19141	kept	Renaissance art
3974	19109	kept	Mordor
3975	19101	kept	Nüwa
3976	19096	kept	Trombone
3977	19082	kept	Fred Flintstone
3978	19076	kept	Plagiarism
3979	19067	kept	Gimli (Middle-earth)
3980	19060	kept	The Second Sex
3981	19052	kept	Donkey Kong (character)
3982	19047	kept	Parmenides
3983	19044	kept	Porky Pig
3984	19043	kept	Chewbacca
3985	19035	kept	Vexillology
3986	19030	kept	Performing arts
3987	19030	kept	The Great Beauty
3988	19026	kept	Woodstock (Peanuts)
3989	19006	kept	Paul Verlaine
3990	19004	kept	Animated series
3991	19004	kept	Michael Ondaatje
3992	18995	kept	Funeral
3993	18965	kept	Open world
3994	18943	kept	Ballad
3995	18942	kept	Survival horror
3996	18936	kept	The Big Sleep
3997	18931	kept	The Red and the Black
3998	18925	kept	The Little Mermaid (statue)
3999	18923	kept	Egyptian mythology
4000	18921	kept	Temple Run
4001	18918	kept	Tabloid journalism
4002	18910	kept	Parody
4003	18893	kept	Handheld game console
4004	18868	kept	Valentino (fashion designer)
4005	18841	kept	Palimpsest
4006	18808	kept	Logo
4007	18804	kept	System Shock 2
4008	18802	kept	Thumbelina
4009	18798	kept	The Misanthrope
4010	18783	kept	Denis Diderot
4011	18759	kept	Inductive reasoning
4012	18754	kept	Scholasticism
4013	18730	kept	Nothing Else Matters
4014	18725	kept	Marimba
4015	18688	kept	Kukulkan
4016	18684	kept	Isaiah Berlin
4017	18681	kept	Magazine
4018	18679	kept	Modern Times (film)
4019	18649	kept	Sin City
4020	18646	kept	Ride of the Valkyries
4021	18644	kept	Stanislavski's system
4022	18644	kept	The Oregon Trail (1971 video game)
4023	18599	kept	Tristan und Isolde
4024	18597	kept	Toy
4025	18588	kept	La maja desnuda
4026	18585	kept	Yodeling
4027	18578	kept	Caryatid
4028	18556	kept	Spice
4029	18518	kept	Riverdance
4030	18512	kept	Amphitheatre
4031	18498	kept	Tuba
4032	18486	kept	Tom Cat
4033	18460	kept	Beatlemania
4034	18446	kept	Scale (music)
4035	18434	kept	Ammit
4036	18423	kept	Crossword
4037	18412	kept	Dance Dance Revolution
4038	18382	kept	R2-D2
4039	18379	kept	Fallacy
4040	18377	kept	Rolling in the Deep
4041	18371	kept	Grant Wood
4042	18355	kept	Mulan (Disney character)
4043	18351	kept	Oral tradition
4044	18344	kept	Storytelling
4045	18333	kept	Constantin Brâncuși
4046	18325	kept	One-hit wonder
4047	18316	kept	Ned Flanders
4048	18309	kept	Abstract art
4049	18297	kept	Carmina Burana
4050	18272	kept	Xylophone
4051	18257	kept	René Goscinny
4052	18234	kept	Adinkra symbols
4053	18231	kept	Top hat
4054	18218	kept	Songkran (Thailand)
4055	18179	kept	Leonard McCoy
4056	18169	kept	Tooth fairy
4057	18152	kept	The Murders in the Rue Morgue
4058	18145	kept	Nataraja
4059	18126	kept	Aubrey Beardsley
4060	18107	kept	Henry Purcell
4061	18079	kept	A Change Is Gonna Come
4062	18073	kept	Wild Strawberries (film)
4063	18062	kept	Tadao Ando
4064	18025	kept	Manifesto
4065	18017	kept	Anna (Frozen)
4066	18010	kept	Minaret
4067	18001	kept	Fugue
4068	17969	kept	Abstract expressionism
4069	17930	kept	Blueprint
4070	17925	kept	Christie's
4071	17915	kept	Platformer
4072	17881	kept	Will to power
4073	17875	kept	Alberto Giacometti
4074	17866	kept	Carrie White
4075	17866	kept	Petroglyph
4076	17845	kept	Musique concrète
4077	17817	kept	Counterpoint
4078	17814	kept	Hyperbole
4079	17805	kept	Suite bergamasque
4080	17796	kept	Oath of the Horatii
4081	17787	kept	Canvas
4082	17755	kept	Minions (film series)
4083	17750	kept	Thai cuisine
4084	17742	kept	Degenerate art
4085	17738	kept	What's Going On (song)
4086	17735	kept	Data (Star Trek)
4087	17729	kept	Louise Bourgeois
4088	17723	kept	Wizard of Oz (character)
4089	17717	kept	Vatican Museums
4090	17712	kept	Box office
4091	17710	kept	Springfield (The Simpsons)
4092	17694	kept	Li Bai
4093	17693	kept	Ganon
4094	17686	kept	Panchatantra
4095	17645	kept	Greek cuisine
4096	17641	kept	Sailor Moon (character)
4097	17641	kept	The Weeping Woman
4098	17637	kept	Museum
4099	17633	kept	Embroidery
4100	17625	kept	Landscape with the Fall of Icarus
4101	17625	kept	Memoir
4102	17620	kept	Downloadable content
4103	17611	kept	Steve Reich
4104	17589	kept	Nick Fury
4105	17585	kept	Hey Joe
4106	17579	kept	Charles Sanders Peirce
4107	17559	kept	Font
4108	17556	kept	Thought experiment
4109	17556	kept	Tōdai-ji
4110	17554	kept	Native Son
